head_event	relation	tail_event
PersonX puts bread in [the toaster]. [the toaster]	InstanceOf	toaster
PersonX likes [hiking]. [hiking]	InstanceOf	activity
PersonX likes [hiking]. [hiking]	InstanceOf	outdoor sport
PersonX likes [hiking]. [hiking]	InstanceOf	hike
PersonX likes [hiking]. [hiking]	InstanceOf	adventure activity
PersonX likes [hiking]. [hiking]	InstanceOf	recreational outdoor activity
PersonX likes [hiking]. [hiking]	InstanceOf	outdoor adventure
PersonX likes [hiking]. [hiking]	InstanceOf	hiking
PersonX likes [hiking]. [hiking]	InstanceOf	outdoor activity
PersonX likes [hiking]. [hiking]	InstanceOf	adventurous activity
[PersonX sits across]. [PersonX sits across]	InstanceOf	position
[PersonX says in PersonX's heart]. [PersonX says in PersonX's heart]	InstanceOf	communication
[PersonX takes PersonY's view]. [PersonX takes PersonY's view]	InstanceOf	agreement
[PersonX protects PersonY from harm]. [PersonX protects PersonY from harm]	InstanceOf	defence
[PersonX protects PersonY from harm]. [PersonX protects PersonY from harm]	InstanceOf	protection
[PersonX got PersonX's makeup done]. [PersonX got PersonX's makeup done]	InstanceOf	makeup
[PersonX makes PersonY's concessions]. [PersonX makes PersonY's concessions]	InstanceOf	willingness
[PersonX makes PersonY's concessions]. [PersonX makes PersonY's concessions]	InstanceOf	concession
[PersonX puts it together]. [PersonX puts it together]	InstanceOf	activity
[PersonX puts it together]. [PersonX puts it together]	InstanceOf	assembly
[PersonX puts it together]. [PersonX puts it together]	InstanceOf	action
[PersonX watches old movies]. [PersonX watches old movies]	InstanceOf	activity
[PersonX watches old movies]. [PersonX watches old movies]	InstanceOf	watching movie
[PersonX watches old movies]. [PersonX watches old movies]	InstanceOf	entertainment
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	activity
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	water activity
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	water rafting
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	water sport
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	outdoor activity
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	rafting
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	adventure sport
[PersonX goes white water rafting]. [PersonX goes white water rafting]	InstanceOf	adventure activity
PersonX stays by [PersonY's side]. [PersonY's side]	InstanceOf	side
[PersonX pumps gas]. [PersonX pumps gas]	InstanceOf	pumping gas
PersonX is working at [a diner]. [a diner]	InstanceOf	business
PersonX is working at [a diner]. [a diner]	InstanceOf	small retail operation
PersonX is working at [a diner]. [a diner]	InstanceOf	restaurant
PersonX is working at [a diner]. [a diner]	InstanceOf	diner
[PersonX plays dodgeball]. [PersonX plays dodgeball]	InstanceOf	activity
[PersonX plays dodgeball]. [PersonX plays dodgeball]	InstanceOf	extracurricular activity
[PersonX plays dodgeball]. [PersonX plays dodgeball]	InstanceOf	physical activity
[PersonX plays dodgeball]. [PersonX plays dodgeball]	InstanceOf	school activity
[PersonX plays dodgeball]. [PersonX plays dodgeball]	InstanceOf	sport
PersonX wears [a cast]. [a cast]	InstanceOf	protection
PersonX wears [a cast]. [a cast]	InstanceOf	cast
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	scheduling
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	activity
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	purchasing
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	buying ticket
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	booking
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	booking ticket
[PersonX books a ticket]. [PersonX books a ticket]	InstanceOf	task
PersonX maintains [PersonY's equilibrium]. [PersonY's equilibrium]	InstanceOf	balance
PersonX maintains [PersonY's equilibrium]. [PersonY's equilibrium]	InstanceOf	equilibrium
[PersonX gives PersonY the room]. [PersonX gives PersonY the room]	InstanceOf	offer
[PersonX gives PersonY the room]. [PersonX gives PersonY the room]	InstanceOf	offering
PersonX is [a good swimmer]. [a good swimmer]	InstanceOf	swimmer
PersonX is [a good swimmer]. [a good swimmer]	InstanceOf	sport competitor
PersonX is [a good swimmer]. [a good swimmer]	InstanceOf	athlete
PersonX improves [PersonX's grades]. [PersonX's grades]	InstanceOf	score
PersonX improves [PersonX's grades]. [PersonX's grades]	InstanceOf	result
PersonX improves [PersonX's grades]. [PersonX's grades]	InstanceOf	grades
PersonX tells PersonY [to give]. [to give]	InstanceOf	donation
PersonX tells PersonY [to give]. [to give]	InstanceOf	gift
PersonX becomes [a great basketball player]. [a great basketball player]	InstanceOf	basketball player
PersonX becomes [a great basketball player]. [a great basketball player]	InstanceOf	professional athlete
PersonX becomes [a great basketball player]. [a great basketball player]	InstanceOf	athlete
[PersonX always goes]. [PersonX always goes]	InstanceOf	activity
[PersonX always goes]. [PersonX always goes]	InstanceOf	action
[PersonX touches PersonY's skin]. [PersonX touches PersonY's skin]	InstanceOf	contact
[PersonX touches PersonY's skin]. [PersonX touches PersonY's skin]	InstanceOf	touch
[PersonX touches PersonY's skin]. [PersonX touches PersonY's skin]	InstanceOf	touching
[PersonX is working at a diner]. [PersonX is working at a diner]	InstanceOf	employment
[PersonX is working at a diner]. [PersonX is working at a diner]	InstanceOf	job
PersonX decides [to read a book]. [to read a book]	InstanceOf	activity
PersonX decides [to read a book]. [to read a book]	InstanceOf	reading
PersonX takes [place] on the day. [place]	InstanceOf	activity
PersonX takes [place] on the day. [place]	InstanceOf	place
[PersonX begins to bleed]. [PersonX begins to bleed]	InstanceOf	adverse event
[PersonX begins to bleed]. [PersonX begins to bleed]	InstanceOf	bleeding
[PersonX begins to bleed]. [PersonX begins to bleed]	InstanceOf	injury
PersonX takes [a ride]. [a ride]	InstanceOf	transportation
PersonX takes [a ride]. [a ride]	InstanceOf	ride
PersonX directs [PersonY's steps]. [PersonY's steps]	InstanceOf	activity
PersonX directs [PersonY's steps]. [PersonY's steps]	InstanceOf	movement
PersonX directs [PersonY's steps]. [PersonY's steps]	InstanceOf	steps
[PersonX reaches behind PersonY]. [PersonX reaches behind PersonY]	InstanceOf	hand motion
[PersonX reaches behind PersonY]. [PersonX reaches behind PersonY]	InstanceOf	reach
PersonX is hard [to find]. [to find]	InstanceOf	finding
PersonX is hard [to find]. [to find]	InstanceOf	search
[PersonX comes] and sees PersonY. [PersonX comes]	InstanceOf	arrival
PersonX makes [PersonX's exit]. [PersonX's exit]	InstanceOf	exit
PersonX makes [PersonX's exit]. [PersonX's exit]	InstanceOf	leave
PersonX makes [PersonX's exit]. [PersonX's exit]	InstanceOf	action
PersonX meets [PersonX's standards]. [PersonX's standards]	InstanceOf	standards
PersonX meets [PersonX's standards]. [PersonX's standards]	InstanceOf	measure
[PersonX loves shoes]. [PersonX loves shoes]	InstanceOf	feeling
[PersonX loves shoes]. [PersonX loves shoes]	InstanceOf	positive feeling
[PersonX lifts PersonY's arms]. [PersonX lifts PersonY's arms]	InstanceOf	activity
[PersonX lifts PersonY's arms]. [PersonX lifts PersonY's arms]	InstanceOf	lifting
[PersonX lifts PersonY's arms]. [PersonX lifts PersonY's arms]	InstanceOf	action
[PersonX lifts PersonY's arms]. [PersonX lifts PersonY's arms]	InstanceOf	raising
[PersonX studies for a quiz]. [PersonX studies for a quiz]	InstanceOf	activity
[PersonX studies for a quiz]. [PersonX studies for a quiz]	InstanceOf	study
[PersonX studies for a quiz]. [PersonX studies for a quiz]	InstanceOf	learning time
[PersonX studies for a quiz]. [PersonX studies for a quiz]	InstanceOf	effort
[PersonX pulls PersonX's car over]. [PersonX pulls PersonX's car over]	InstanceOf	motor vehicle
[PersonX pulls PersonX's car over]. [PersonX pulls PersonX's car over]	InstanceOf	car
[PersonX pulls PersonX's car over]. [PersonX pulls PersonX's car over]	InstanceOf	vehicle
[PersonX pulls PersonX's car over]. [PersonX pulls PersonX's car over]	InstanceOf	action
PersonX finds [a good one]. [a good one]	InstanceOf	good
PersonX finds [a good one]. [a good one]	InstanceOf	positive
PersonX finds [a good one]. [a good one]	InstanceOf	great
[PersonX asks PersonY to speak]. [PersonX asks PersonY to speak]	InstanceOf	query
[PersonX asks PersonY to speak]. [PersonX asks PersonY to speak]	InstanceOf	request
[PersonX asks PersonY to speak]. [PersonX asks PersonY to speak]	InstanceOf	voice communication
[PersonX asks PersonY to speak]. [PersonX asks PersonY to speak]	InstanceOf	suggestion
[PersonX asks PersonY to speak]. [PersonX asks PersonY to speak]	InstanceOf	communication
[PersonX has never been on one before]. [PersonX has never been on one before]	InstanceOf	experience
[PersonX has never been on one before]. [PersonX has never been on one before]	InstanceOf	action
PersonX is able [to sleep]. [to sleep]	InstanceOf	rest
PersonX is able [to sleep]. [to sleep]	InstanceOf	sleep
[PersonX gets paint]. [PersonX gets paint]	InstanceOf	activity
[PersonX gets paint]. [PersonX gets paint]	InstanceOf	item
[PersonX gets paint]. [PersonX gets paint]	InstanceOf	paint
[PersonX gets more exercise]. [PersonX gets more exercise]	InstanceOf	activity
[PersonX gets more exercise]. [PersonX gets more exercise]	InstanceOf	physical activity
[PersonX gets more exercise]. [PersonX gets more exercise]	InstanceOf	exercise
[PersonX starts using it]. [PersonX starts using it]	InstanceOf	starting
[PersonX starts using it]. [PersonX starts using it]	InstanceOf	start
[PersonX starts using it]. [PersonX starts using it]	InstanceOf	initial position
[PersonX starts using it]. [PersonX starts using it]	InstanceOf	beginning
[PersonX starts using it]. [PersonX starts using it]	InstanceOf	action
PersonX decides [to investigate]. [to investigate]	InstanceOf	activity
PersonX decides [to investigate]. [to investigate]	InstanceOf	search
PersonX decides [to investigate]. [to investigate]	InstanceOf	finding
PersonX decides [to investigate]. [to investigate]	InstanceOf	check
PersonX decides [to investigate]. [to investigate]	InstanceOf	investigation
[PersonX develops along lines]. [PersonX develops along lines]	InstanceOf	developing
[PersonX develops along lines]. [PersonX develops along lines]	InstanceOf	generation
[PersonX develops along lines]. [PersonX develops along lines]	InstanceOf	development
[PersonX sends PersonY home]. [PersonX sends PersonY home]	InstanceOf	command
[PersonX sends PersonY home]. [PersonX sends PersonY home]	InstanceOf	order
PersonX gets [work]. [work]	InstanceOf	job
PersonX gets [work]. [work]	InstanceOf	task
PersonX gets [work]. [work]	InstanceOf	work
PersonX gets [work]. [work]	InstanceOf	employment
[PersonX gets milk]. [PersonX gets milk]	InstanceOf	purchase
[PersonX gets milk]. [PersonX gets milk]	InstanceOf	buy
[PersonX gets milk]. [PersonX gets milk]	InstanceOf	shopping
[PersonX gets milk]. [PersonX gets milk]	InstanceOf	buying
PersonX buys [a used one]. [a used one]	InstanceOf	second hand
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	creative work
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	form of communication
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	hobby
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	creative writer
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	creative activity
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	academic skill
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	original works of expression
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	task
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	literacy skill
[PersonX writes poetry]. [PersonX writes poetry]	InstanceOf	writing
[PersonX enters PersonY's office]. [PersonX enters PersonY's office]	InstanceOf	entry
[PersonX enters PersonY's office]. [PersonX enters PersonY's office]	InstanceOf	movement
[PersonX enters PersonY's office]. [PersonX enters PersonY's office]	InstanceOf	meet
[PersonX enters PersonY's office]. [PersonX enters PersonY's office]	InstanceOf	office
[PersonX enters PersonY's office]. [PersonX enters PersonY's office]	InstanceOf	encounter
PersonX is able [to find it]. [to find it]	InstanceOf	finding
PersonX is able [to find it]. [to find it]	InstanceOf	search
PersonX is able [to find it]. [to find it]	InstanceOf	investigation
[PersonX puts PersonY to death]. [PersonX puts PersonY to death]	InstanceOf	termination
PersonX takes [PersonY's view]. [PersonY's view]	InstanceOf	perspective
PersonX takes [PersonY's view]. [PersonY's view]	InstanceOf	view
[PersonX unlocks the door]. [PersonX unlocks the door]	InstanceOf	unlocking
[PersonX unlocks the door]. [PersonX unlocks the door]	InstanceOf	action
[PersonX unlocks the door]. [PersonX unlocks the door]	InstanceOf	open
[PersonX unlocks the door]. [PersonX unlocks the door]	InstanceOf	movement
[PersonX pulls PersonY's hand away]. [PersonX pulls PersonY's hand away]	InstanceOf	pull
[PersonX pulls PersonY's hand away]. [PersonX pulls PersonY's hand away]	InstanceOf	action
[PersonX walks to PersonY's car]. [PersonX walks to PersonY's car]	InstanceOf	movement
[PersonX walks to PersonY's car]. [PersonX walks to PersonY's car]	InstanceOf	action
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	replacement
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	repair
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	mechanical service
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	maintenance
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	service
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	technical service
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	action
[PersonX replaces PersonY's tire]. [PersonX replaces PersonY's tire]	InstanceOf	maintenance work
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	smile
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	visual cue
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	non verbal cue
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	expression
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	simple gesture
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	social cue
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	nonverbal communication
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	facial expression
PersonX makes [PersonY smile]. [PersonY smile]	InstanceOf	nonverbal behavior
PersonX forces [PersonY's way]. [PersonY's way]	InstanceOf	way
PersonX forces [PersonY's way]. [PersonY's way]	InstanceOf	direction
PersonX forces [PersonY's way]. [PersonY's way]	InstanceOf	behavior
PersonX shares [PersonY's experience]. [PersonY's experience]	InstanceOf	event
PersonX shares [PersonY's experience]. [PersonY's experience]	InstanceOf	life event
PersonX shares [PersonY's experience]. [PersonY's experience]	InstanceOf	experience
PersonX goes to the doctor for [a checkup]. [a checkup]	InstanceOf	routine general medical service
PersonX goes to the doctor for [a checkup]. [a checkup]	InstanceOf	routine medical event
PersonX goes to the doctor for [a checkup]. [a checkup]	InstanceOf	routine service
PersonX goes to the doctor for [a checkup]. [a checkup]	InstanceOf	checkup
[PersonX plays lots of games]. [PersonX plays lots of games]	InstanceOf	activity
[PersonX plays lots of games]. [PersonX plays lots of games]	InstanceOf	playing game
[PersonX plays lots of games]. [PersonX plays lots of games]	InstanceOf	games
[PersonX plays lots of games]. [PersonX plays lots of games]	InstanceOf	playing
[PersonX gives PersonY courage]. [PersonX gives PersonY courage]	InstanceOf	help
[PersonX gives PersonY courage]. [PersonX gives PersonY courage]	InstanceOf	assist
[PersonX gives PersonY courage]. [PersonX gives PersonY courage]	InstanceOf	encouragement
[PersonX gives PersonY courage]. [PersonX gives PersonY courage]	InstanceOf	motivator
[PersonX gives PersonY courage]. [PersonX gives PersonY courage]	InstanceOf	support
[PersonX sees PersonY later that day]. [PersonX sees PersonY later that day]	InstanceOf	meet
[PersonX sees PersonY later that day]. [PersonX sees PersonY later that day]	InstanceOf	social activity
[PersonX sees PersonY later that day]. [PersonX sees PersonY later that day]	InstanceOf	meeting
[PersonX sees PersonY later that day]. [PersonX sees PersonY later that day]	InstanceOf	visit
[PersonX goes on with PersonX's work]. [PersonX goes on with PersonX's work]	InstanceOf	activity
[PersonX goes on with PersonX's work]. [PersonX goes on with PersonX's work]	InstanceOf	continuation
PersonX does not want [to waste it]. [to waste it]	InstanceOf	waste
PersonX does not want [to waste it]. [to waste it]	InstanceOf	wasting
PersonX conducts [PersonY's investigation]. [PersonY's investigation]	InstanceOf	investigation
PersonX begins [to bleed]. [to bleed]	InstanceOf	symptom
PersonX begins [to bleed]. [to bleed]	InstanceOf	bleeding
PersonX begins [to bleed]. [to bleed]	InstanceOf	complication
[PersonX loves football]. [PersonX loves football]	InstanceOf	feeling
[PersonX loves football]. [PersonX loves football]	InstanceOf	hobby
[PersonX loves football]. [PersonX loves football]	InstanceOf	emotion
[PersonX loves football]. [PersonX loves football]	InstanceOf	positive feeling
[PersonX loves football]. [PersonX loves football]	InstanceOf	love
[PersonX loves football]. [PersonX loves football]	InstanceOf	loving
[PersonX loves football]. [PersonX loves football]	InstanceOf	interest
[PersonX loves football]. [PersonX loves football]	InstanceOf	positive emotion
PersonX earns [more money]. [more money]	InstanceOf	cash
PersonX earns [more money]. [more money]	InstanceOf	wealth
PersonX earns [more money]. [more money]	InstanceOf	compensation
PersonX earns [more money]. [more money]	InstanceOf	money
PersonX purchases [a lottery ticket]. [a lottery ticket]	InstanceOf	game card
PersonX purchases [a lottery ticket]. [a lottery ticket]	InstanceOf	lottery ticket
PersonX purchases [a lottery ticket]. [a lottery ticket]	InstanceOf	gambling item
[PersonX uses PersonY's middle finger]. [PersonX uses PersonY's middle finger]	InstanceOf	non verbal communication
[PersonX uses PersonY's middle finger]. [PersonX uses PersonY's middle finger]	InstanceOf	non verbal cue
[PersonX uses PersonY's middle finger]. [PersonX uses PersonY's middle finger]	InstanceOf	body language
[PersonX uses PersonY's middle finger]. [PersonX uses PersonY's middle finger]	InstanceOf	non verbal signal
[PersonX uses PersonY's middle finger]. [PersonX uses PersonY's middle finger]	InstanceOf	gesture
PersonX buys [gas]. [gas]	InstanceOf	fuel
PersonX buys [gas]. [gas]	InstanceOf	fossil fuel
PersonX buys [gas]. [gas]	InstanceOf	natural resource
PersonX buys [gas]. [gas]	InstanceOf	gas
[PersonX forms PersonY's impression]. [PersonX forms PersonY's impression]	InstanceOf	feeling
[PersonX forms PersonY's impression]. [PersonX forms PersonY's impression]	InstanceOf	impression
[PersonX forms PersonY's impression]. [PersonX forms PersonY's impression]	InstanceOf	interpretation
[PersonX renders PersonY's account]. [PersonX renders PersonY's account]	InstanceOf	rendering
[PersonX looks like a woman]. [PersonX looks like a woman]	InstanceOf	appearance
[PersonX looks like a woman]. [PersonX looks like a woman]	InstanceOf	look
[PersonX asks PersonY to read]. [PersonX asks PersonY to read]	InstanceOf	request
[PersonX asks PersonY to read]. [PersonX asks PersonY to read]	InstanceOf	suggestion
[PersonX applies to jobs]. [PersonX applies to jobs]	InstanceOf	application
[PersonX applies to jobs]. [PersonX applies to jobs]	InstanceOf	job application
[PersonX slips PersonY's tongue]. [PersonX slips PersonY's tongue]	InstanceOf	action
[PersonX makes every effort]. [PersonX makes every effort]	InstanceOf	attempt
[PersonX makes every effort]. [PersonX makes every effort]	InstanceOf	effort
[PersonX starts early in the morning]. [PersonX starts early in the morning]	InstanceOf	starting
[PersonX starts early in the morning]. [PersonX starts early in the morning]	InstanceOf	start
[PersonX starts early in the morning]. [PersonX starts early in the morning]	InstanceOf	action
PersonX loses [PersonX's sense]. [PersonX's sense]	InstanceOf	sense
PersonX loses [PersonX's sense]. [PersonX's sense]	InstanceOf	sensation
PersonX loses [PersonX's sense]. [PersonX's sense]	InstanceOf	semantic aspect of information
PersonX loses [PersonX's sense]. [PersonX's sense]	InstanceOf	conscious experience
[PersonX does odd jobs]. [PersonX does odd jobs]	InstanceOf	activity
[PersonX does odd jobs]. [PersonX does odd jobs]	InstanceOf	job type
[PersonX does odd jobs]. [PersonX does odd jobs]	InstanceOf	work
[PersonX does odd jobs]. [PersonX does odd jobs]	InstanceOf	odd job
[PersonX gives you PersonY's opinion]. [PersonX gives you PersonY's opinion]	InstanceOf	shares
[PersonX gives you PersonY's opinion]. [PersonX gives you PersonY's opinion]	InstanceOf	communication
PersonX sees [an opening]. [an opening]	InstanceOf	opening
PersonX sees [an opening]. [an opening]	InstanceOf	opportunity
PersonX sees [an opening]. [an opening]	InstanceOf	gap
PersonX holds PersonY in [place]. [place]	InstanceOf	place
PersonX holds PersonY in [place]. [place]	InstanceOf	location
[PersonX gets second place]. [PersonX gets second place]	InstanceOf	rank
[PersonX gets second place]. [PersonX gets second place]	InstanceOf	outcome
PersonX does not know [what to expect]. [what to expect]	InstanceOf	uncertainty
PersonX does not know [what to expect]. [what to expect]	InstanceOf	expectation
PersonX does not know [what to expect]. [what to expect]	InstanceOf	prediction
PersonX conveys [PersonY's impression]. [PersonY's impression]	InstanceOf	feeling
PersonX conveys [PersonY's impression]. [PersonY's impression]	InstanceOf	impression
PersonX conveys [PersonY's impression]. [PersonY's impression]	InstanceOf	belief
[PersonX leaves the table]. [PersonX leaves the table]	InstanceOf	exit
[PersonX leaves the table]. [PersonX leaves the table]	InstanceOf	departure
[PersonX leaves the table]. [PersonX leaves the table]	InstanceOf	action
[PersonX leaves the table]. [PersonX leaves the table]	InstanceOf	movement
[PersonX looks like a man]. [PersonX looks like a man]	InstanceOf	physical trait
[PersonX looks like a man]. [PersonX looks like a man]	InstanceOf	appearance
[PersonX looks like a man]. [PersonX looks like a man]	InstanceOf	physical attribute
[PersonX looks like a man]. [PersonX looks like a man]	InstanceOf	physical characteristic
[PersonX looks like a man]. [PersonX looks like a man]	InstanceOf	look
[PersonX gets shot]. [PersonX gets shot]	InstanceOf	physical injury
[PersonX gets shot]. [PersonX gets shot]	InstanceOf	injury
[PersonX gets shot]. [PersonX gets shot]	InstanceOf	emergency
[PersonX gets shot]. [PersonX gets shot]	InstanceOf	circumstance
[PersonX gets shot]. [PersonX gets shot]	InstanceOf	shot
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	sensory impairment
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	condition
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	sensory disability condition
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	disability
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	physical disability
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	deterioration
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	loss
[PersonX loses PersonX's sight]. [PersonX loses PersonX's sight]	InstanceOf	blindness
[PersonX got PersonX's dad]. [PersonX got PersonX's dad]	InstanceOf	father figure
[PersonX got PersonX's dad]. [PersonX got PersonX's dad]	InstanceOf	dad
[PersonX got PersonX's dad]. [PersonX got PersonX's dad]	InstanceOf	family member
PersonX is in [a good mood]. [a good mood]	InstanceOf	affective state
PersonX is in [a good mood]. [a good mood]	InstanceOf	mood
[PersonX takes a cruise]. [PersonX takes a cruise]	InstanceOf	vacation
[PersonX takes a cruise]. [PersonX takes a cruise]	InstanceOf	trip
[PersonX takes a cruise]. [PersonX takes a cruise]	InstanceOf	cruising
[PersonX goes to a doctor's appointment]. [PersonX goes to a doctor's appointment]	InstanceOf	visiting doctor
[PersonX goes to a doctor's appointment]. [PersonX goes to a doctor's appointment]	InstanceOf	attendance
[PersonX represents PersonX's country]. [PersonX represents PersonX's country]	InstanceOf	representation
[PersonX is offered the job]. [PersonX is offered the job]	InstanceOf	employment
[PersonX is offered the job]. [PersonX is offered the job]	InstanceOf	work opportunity
PersonX makes [contact]. [contact]	InstanceOf	contact
PersonX makes [contact]. [contact]	InstanceOf	communication
[PersonX files a report]. [PersonX files a report]	InstanceOf	administrative task
[PersonX files a report]. [PersonX files a report]	InstanceOf	filing
[PersonX files a report]. [PersonX files a report]	InstanceOf	administrative duty
[PersonX files a report]. [PersonX files a report]	InstanceOf	duty
PersonX is pulled over for [speeding]. [speeding]	InstanceOf	speed
PersonX is pulled over for [speeding]. [speeding]	InstanceOf	minor offense
[PersonX covers PersonX's nakedness]. [PersonX covers PersonX's nakedness]	InstanceOf	covering
[PersonX gives PersonY's opinion]. [PersonX gives PersonY's opinion]	InstanceOf	action
PersonX is [a freshman in college]. [a freshman in college]	InstanceOf	freshman
PersonX is [a freshman in college]. [a freshman in college]	InstanceOf	student
PersonX is [a freshman in college]. [a freshman in college]	InstanceOf	young student
[PersonX forgives PersonY's trespasses]. [PersonX forgives PersonY's trespasses]	InstanceOf	forgiveness
[PersonX forgives PersonY's trespasses]. [PersonX forgives PersonY's trespasses]	InstanceOf	positive emotion
[PersonX forgives PersonY's trespasses]. [PersonX forgives PersonY's trespasses]	InstanceOf	forgiving
[PersonX watches intently]. [PersonX watches intently]	InstanceOf	observation
[PersonX realizes PersonY was lost]. [PersonX realizes PersonY was lost]	InstanceOf	awareness
[PersonX realizes PersonY was lost]. [PersonX realizes PersonY was lost]	InstanceOf	knowledge
[PersonX realizes PersonY was lost]. [PersonX realizes PersonY was lost]	InstanceOf	realization
[PersonX misses school]. [PersonX misses school]	InstanceOf	absence
[PersonX misses school]. [PersonX misses school]	InstanceOf	missing
PersonX is deferred until [test results] are in. [test results]	InstanceOf	results
PersonX is deferred until [test results] are in. [test results]	InstanceOf	outcome
PersonX knows [PersonY's opinion]. [PersonY's opinion]	InstanceOf	opinion
PersonX knows [PersonY's opinion]. [PersonY's opinion]	InstanceOf	view
[PersonX borrows this thesis for use]. [PersonX borrows this thesis for use]	InstanceOf	borrowing
[PersonX donates plasma]. [PersonX donates plasma]	InstanceOf	donation
[PersonX donates plasma]. [PersonX donates plasma]	InstanceOf	good deed
[PersonX donates plasma]. [PersonX donates plasma]	InstanceOf	charity
[PersonX is right next]. [PersonX is right next]	InstanceOf	spatial reference
[PersonX is right next]. [PersonX is right next]	InstanceOf	location
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	neurocognitive function
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	look
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	gaze
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	cognitive process
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	nonverbal feedback
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	visual perception
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	cognitive function
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	nonverbal cue
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	action
[PersonX looks into PersonY's face]. [PersonX looks into PersonY's face]	InstanceOf	brain function
PersonX is [hot] and humid. [hot]	InstanceOf	condition
PersonX is [hot] and humid. [hot]	InstanceOf	hotness
PersonX is [hot] and humid. [hot]	InstanceOf	heat
PersonX looks [sad]. [sad]	InstanceOf	emotion
PersonX looks [sad]. [sad]	InstanceOf	sorrow
PersonX looks [sad]. [sad]	InstanceOf	negative feeling
PersonX looks [sad]. [sad]	InstanceOf	negative thought
PersonX looks [sad]. [sad]	InstanceOf	negative emotion
PersonX looks [sad]. [sad]	InstanceOf	sadness
PersonX is [much cheaper]. [much cheaper]	InstanceOf	low price
PersonX is [much cheaper]. [much cheaper]	InstanceOf	low cost
PersonX dyed PersonX's hair [blue]. [blue]	InstanceOf	blue
PersonX dyed PersonX's hair [blue]. [blue]	InstanceOf	basic color
PersonX dyed PersonX's hair [blue]. [blue]	InstanceOf	cool color
PersonX thinks it was [beautiful]. [beautiful]	InstanceOf	beauty
PersonX feels [sad]. [sad]	InstanceOf	emotional state
PersonX feels [sad]. [sad]	InstanceOf	emotion
PersonX feels [sad]. [sad]	InstanceOf	sorrow
