head_event	relation	tail_event
[PersonX tilts PersonY's head]. [PersonX tilts PersonY's head]	InstanceOf	tilt
[PersonX tilts PersonY's head]. [PersonX tilts PersonY's head]	InstanceOf	alignment
[PersonX tilts PersonY's head]. [PersonX tilts PersonY's head]	InstanceOf	movement
[PersonX tilts PersonY's head]. [PersonX tilts PersonY's head]	InstanceOf	tilting
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	adventure
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	journey
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	drive
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	road trip
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	driving
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	travel
[PersonX goes on a road trip]. [PersonX goes on a road trip]	InstanceOf	trip
[PersonX picks up PersonY's phone]. [PersonX picks up PersonY's phone]	InstanceOf	pick up
[PersonX picks up PersonY's phone]. [PersonX picks up PersonY's phone]	InstanceOf	answer the phone
PersonX realizes it was [saturday]. [saturday]	InstanceOf	saturday
PersonX realizes it was [saturday]. [saturday]	InstanceOf	weekend
PersonX makes [more money]. [more money]	InstanceOf	cash
PersonX makes [more money]. [more money]	InstanceOf	wealth
PersonX makes [more money]. [more money]	InstanceOf	money
[PersonX leaves a bad review]. [PersonX leaves a bad review]	InstanceOf	review
[PersonX leaves a bad review]. [PersonX leaves a bad review]	InstanceOf	feedback
[PersonX offer PersonY a ride]. [PersonX offer PersonY a ride]	InstanceOf	assist
[PersonX offer PersonY a ride]. [PersonX offer PersonY a ride]	InstanceOf	offer
[PersonX offer PersonY a ride]. [PersonX offer PersonY a ride]	InstanceOf	offering
PersonX regains [PersonX's balance]. [PersonX's balance]	InstanceOf	balance
PersonX has [a test coming up]. [a test coming up]	InstanceOf	test
PersonX has [a test coming up]. [a test coming up]	InstanceOf	exam
PersonX has [a test coming up]. [a test coming up]	InstanceOf	formal assessment
PersonX has [a test coming up]. [a test coming up]	InstanceOf	assessment
[PersonX finds the door locked]. [PersonX finds the door locked]	InstanceOf	finding
PersonX gets [sick of it]. [sick of it]	InstanceOf	boredom
PersonX will be [ok]. [ok]	InstanceOf	ok
PersonX will be [ok]. [ok]	InstanceOf	good
PersonX will be [ok]. [ok]	InstanceOf	well
PersonX will be [ok]. [ok]	InstanceOf	fine
[PersonX makes PersonY very sick]. [PersonX makes PersonY very sick]	InstanceOf	sickness
[PersonX looks in the fridge]. [PersonX looks in the fridge]	InstanceOf	visual inspection
[PersonX looks in the fridge]. [PersonX looks in the fridge]	InstanceOf	investigation
[PersonX looks in the fridge]. [PersonX looks in the fridge]	InstanceOf	check
[PersonX leads to PersonX's death]. [PersonX leads to PersonX's death]	InstanceOf	cause of death
[PersonX leads to PersonX's death]. [PersonX leads to PersonX's death]	InstanceOf	reason
[PersonX leads to PersonX's death]. [PersonX leads to PersonX's death]	InstanceOf	cause
PersonX leaves [disappointed]. [disappointed]	InstanceOf	negative feeling
PersonX leaves [disappointed]. [disappointed]	InstanceOf	disappointment
PersonX leaves [disappointed]. [disappointed]	InstanceOf	negative emotion
PersonX gets [serious]. [serious]	InstanceOf	seriousness
PersonX returns [the ring]. [the ring]	InstanceOf	jewelry item
PersonX returns [the ring]. [the ring]	InstanceOf	ring
PersonX returns [the ring]. [the ring]	InstanceOf	accessory
PersonX returns [the ring]. [the ring]	InstanceOf	jewelry
PersonX gets suspended from [school]. [school]	InstanceOf	school
PersonX gets suspended from [school]. [school]	InstanceOf	class
PersonX gets suspended from [school]. [school]	InstanceOf	institution
[PersonX changes PersonX's oil]. [PersonX changes PersonX's oil]	InstanceOf	oil change
[PersonX changes PersonX's oil]. [PersonX changes PersonX's oil]	InstanceOf	routine maintenance
[PersonX changes PersonX's oil]. [PersonX changes PersonX's oil]	InstanceOf	action
PersonX feels [relieved]. [relieved]	InstanceOf	relief
PersonX feels [relieved]. [relieved]	InstanceOf	ease
PersonX feels [relieved]. [relieved]	InstanceOf	comfort
PersonX gives PersonY [encouragement]. [encouragement]	InstanceOf	help
PersonX gives PersonY [encouragement]. [encouragement]	InstanceOf	assist
PersonX gives PersonY [encouragement]. [encouragement]	InstanceOf	encouragement
PersonX gives PersonY [encouragement]. [encouragement]	InstanceOf	support
[PersonX takes another sip]. [PersonX takes another sip]	InstanceOf	consuming
[PersonX takes another sip]. [PersonX takes another sip]	InstanceOf	sip
[PersonX takes another sip]. [PersonX takes another sip]	InstanceOf	action
PersonX smells [wonderful]. [wonderful]	InstanceOf	nice
PersonX smells [wonderful]. [wonderful]	InstanceOf	good
PersonX smells [wonderful]. [wonderful]	InstanceOf	perfect
PersonX smells [wonderful]. [wonderful]	InstanceOf	great
[PersonX retakes the test]. [PersonX retakes the test]	InstanceOf	taking test
[PersonX retakes the test]. [PersonX retakes the test]	InstanceOf	exam
[PersonX eats at a nice restaurant]. [PersonX eats at a nice restaurant]	InstanceOf	activity
[PersonX eats at a nice restaurant]. [PersonX eats at a nice restaurant]	InstanceOf	consuming
[PersonX eats at a nice restaurant]. [PersonX eats at a nice restaurant]	InstanceOf	eating
[PersonX drinks one night]. [PersonX drinks one night]	InstanceOf	drinking
[PersonX drinks one night]. [PersonX drinks one night]	InstanceOf	consuming
[PersonX provides PersonY with food]. [PersonX provides PersonY with food]	InstanceOf	contribution
[PersonX provides PersonY with food]. [PersonX provides PersonY with food]	InstanceOf	offer
[PersonX provides PersonY with food]. [PersonX provides PersonY with food]	InstanceOf	action
[PersonX provides PersonY with food]. [PersonX provides PersonY with food]	InstanceOf	feeding
[PersonX provides PersonY with food]. [PersonX provides PersonY with food]	InstanceOf	support
PersonX tries [to save PersonY]. [to save PersonY]	InstanceOf	saving
PersonX tries [to save PersonY]. [to save PersonY]	InstanceOf	rescue
PersonX keeps PersonY [entertained]. [entertained]	InstanceOf	entertainment
PersonX keeps PersonY [entertained]. [entertained]	InstanceOf	entertaining
[PersonX reminds PersonY of something]. [PersonX reminds PersonY of something]	InstanceOf	memory
[PersonX reminds PersonY of something]. [PersonX reminds PersonY of something]	InstanceOf	reminder
[PersonX reminds PersonY of something]. [PersonX reminds PersonY of something]	InstanceOf	remembrance
[PersonX moves back and forth]. [PersonX moves back and forth]	InstanceOf	activity
[PersonX moves back and forth]. [PersonX moves back and forth]	InstanceOf	moving
[PersonX moves back and forth]. [PersonX moves back and forth]	InstanceOf	action
[PersonX moves back and forth]. [PersonX moves back and forth]	InstanceOf	movement
PersonX watches [movies] all night. [movies]	InstanceOf	entertainment
PersonX watches [movies] all night. [movies]	InstanceOf	video
PersonX watches [movies] all night. [movies]	InstanceOf	movies
PersonX watches [movies] all night. [movies]	InstanceOf	film
[PersonX is eating dinner]. [PersonX is eating dinner]	InstanceOf	dinner
[PersonX is eating dinner]. [PersonX is eating dinner]	InstanceOf	eating
PersonX is learning [to walk]. [to walk]	InstanceOf	activity
PersonX is learning [to walk]. [to walk]	InstanceOf	physical activity
PersonX is learning [to walk]. [to walk]	InstanceOf	walking
PersonX is learning [to walk]. [to walk]	InstanceOf	walk
PersonX is learning [to walk]. [to walk]	InstanceOf	movement
PersonX proceeds on [PersonX's way]. [PersonX's way]	InstanceOf	way
PersonX proceeds on [PersonX's way]. [PersonX's way]	InstanceOf	path
[PersonX heads right]. [PersonX heads right]	InstanceOf	path
[PersonX heads right]. [PersonX heads right]	InstanceOf	movement
[PersonX heads right]. [PersonX heads right]	InstanceOf	direction
[PersonX heads right]. [PersonX heads right]	InstanceOf	action
PersonX plays [badminton]. [badminton]	InstanceOf	activity
PersonX plays [badminton]. [badminton]	InstanceOf	sport
PersonX plays [badminton]. [badminton]	InstanceOf	badminton
PersonX has a crush on [a boy]. [a boy]	InstanceOf	boy
PersonX has a crush on [a boy]. [a boy]	InstanceOf	male
PersonX sings [PersonY's praises]. [PersonY's praises]	InstanceOf	praise
PersonX accomplishes [PersonX's object]. [PersonX's object]	InstanceOf	object
PersonX accomplishes [PersonX's object]. [PersonX's object]	InstanceOf	objective
PersonX accomplishes [PersonX's object]. [PersonX's object]	InstanceOf	goal
PersonX is mowing [PersonX's lawn]. [PersonX's lawn]	InstanceOf	large area
PersonX is mowing [PersonX's lawn]. [PersonX's lawn]	InstanceOf	outdoor area
PersonX is mowing [PersonX's lawn]. [PersonX's lawn]	InstanceOf	yard
PersonX is mowing [PersonX's lawn]. [PersonX's lawn]	InstanceOf	lawn
PersonX is mowing [PersonX's lawn]. [PersonX's lawn]	InstanceOf	outdoor space
PersonX visits from [nyc]. [nyc]	InstanceOf	large city
PersonX visits from [nyc]. [nyc]	InstanceOf	municipality
PersonX visits from [nyc]. [nyc]	InstanceOf	new york city
PersonX visits from [nyc]. [nyc]	InstanceOf	metropolitan area
PersonX visits from [nyc]. [nyc]	InstanceOf	place
PersonX visits from [nyc]. [nyc]	InstanceOf	nyc
PersonX visits from [nyc]. [nyc]	InstanceOf	urban area
PersonX visits from [nyc]. [nyc]	InstanceOf	big city
PersonX visits from [nyc]. [nyc]	InstanceOf	city
PersonX visits from [nyc]. [nyc]	InstanceOf	large metropolitan area
PersonX has stopped [working]. [working]	InstanceOf	job
PersonX has stopped [working]. [working]	InstanceOf	working
PersonX has stopped [working]. [working]	InstanceOf	work
PersonX has stopped [working]. [working]	InstanceOf	profession
PersonX has stopped [working]. [working]	InstanceOf	employment
[PersonX gets a kitten]. [PersonX gets a kitten]	InstanceOf	kitten
[PersonX gets a kitten]. [PersonX gets a kitten]	InstanceOf	pet
[PersonX gets a kitten]. [PersonX gets a kitten]	InstanceOf	cat
[PersonX makes PersonY's assessment]. [PersonX makes PersonY's assessment]	InstanceOf	action
[PersonX makes PersonY's assessment]. [PersonX makes PersonY's assessment]	InstanceOf	assessment
[PersonX makes PersonY's assessment]. [PersonX makes PersonY's assessment]	InstanceOf	support
[PersonX keeps PersonY's record]. [PersonX keeps PersonY's record]	InstanceOf	notes
[PersonX keeps PersonY's record]. [PersonX keeps PersonY's record]	InstanceOf	accounting duty
[PersonX keeps PersonY's record]. [PersonX keeps PersonY's record]	InstanceOf	bookkeeping
[PersonX keeps PersonY's record]. [PersonX keeps PersonY's record]	InstanceOf	record
PersonX loses [PersonX's first tooth]. [PersonX's first tooth]	InstanceOf	first tooth
[PersonX uses PersonY's debit card]. [PersonX uses PersonY's debit card]	InstanceOf	payment option
[PersonX uses PersonY's debit card]. [PersonX uses PersonY's debit card]	InstanceOf	transaction
[PersonX uses PersonY's debit card]. [PersonX uses PersonY's debit card]	InstanceOf	payment method
[PersonX uses PersonY's debit card]. [PersonX uses PersonY's debit card]	InstanceOf	purchase
[PersonX says good bye]. [PersonX says good bye]	InstanceOf	talk
[PersonX says good bye]. [PersonX says good bye]	InstanceOf	communication
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	business
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	commercial establishment
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	retail environment
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	retail store
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	store
PersonX goes to [the cell phone store]. [the cell phone store]	InstanceOf	shop
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	everyday activity
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	daily activity
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	resting
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	basic function
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	relaxation
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	sleeping
[PersonX sleeps for the rest of the night]. [PersonX sleeps for the rest of the night]	InstanceOf	behavior
[PersonX arrives the next day]. [PersonX arrives the next day]	InstanceOf	arrival
[PersonX hides in PersonX's room]. [PersonX hides in PersonX's room]	InstanceOf	hide
[PersonX hides in PersonX's room]. [PersonX hides in PersonX's room]	InstanceOf	hiding
[PersonX goes near PersonY]. [PersonX goes near PersonY]	InstanceOf	proximity
[PersonX goes near PersonY]. [PersonX goes near PersonY]	InstanceOf	action
PersonX is getting [tired]. [tired]	InstanceOf	fatigue
PersonX is getting [tired]. [tired]	InstanceOf	laziness
PersonX is getting [tired]. [tired]	InstanceOf	exhaust
PersonX is getting [tired]. [tired]	InstanceOf	physical symptom
PersonX is getting [tired]. [tired]	InstanceOf	tiredness
[PersonX takes PersonY's back]. [PersonX takes PersonY's back]	InstanceOf	action
[PersonX talks a little bit]. [PersonX talks a little bit]	InstanceOf	talk
[PersonX talks a little bit]. [PersonX talks a little bit]	InstanceOf	talking
[PersonX talks a little bit]. [PersonX talks a little bit]	InstanceOf	communication
[PersonX lets PersonY's head fall]. [PersonX lets PersonY's head fall]	InstanceOf	letting go
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	activity
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	physical activity
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	run
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	aerobic activity
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	quickness
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	outdoor activity
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	movement
[PersonX runs really fast]. [PersonX runs really fast]	InstanceOf	running
[PersonX does not want to cook]. [PersonX does not want to cook]	InstanceOf	refuse
[PersonX does not want to cook]. [PersonX does not want to cook]	InstanceOf	decision
PersonX plays for [PersonY's team]. [PersonY's team]	InstanceOf	group
PersonX plays for [PersonY's team]. [PersonY's team]	InstanceOf	team
PersonX plays for [PersonY's team]. [PersonY's team]	InstanceOf	organization structure
PersonX plays for [PersonY's team]. [PersonY's team]	InstanceOf	organizational unit
PersonX plays for [PersonY's team]. [PersonY's team]	InstanceOf	sport team
PersonX asks PersonY [to join]. [to join]	InstanceOf	join
PersonX asks PersonY [to join]. [to join]	InstanceOf	participant
PersonX asks PersonY [to join]. [to join]	InstanceOf	participation
PersonX asks PersonY [to join]. [to join]	InstanceOf	engagement
PersonX asks PersonY [to join]. [to join]	InstanceOf	sign up
[PersonX pays a lot of money]. [PersonX pays a lot of money]	InstanceOf	pay
[PersonX pays a lot of money]. [PersonX pays a lot of money]	InstanceOf	payment
[PersonX pays a lot of money]. [PersonX pays a lot of money]	InstanceOf	expense
[PersonX crosses PersonY's face]. [PersonX crosses PersonY's face]	InstanceOf	crossing
[PersonX crosses PersonY's face]. [PersonX crosses PersonY's face]	InstanceOf	movement
[PersonX is coupled with PersonY's interest]. [PersonX is coupled with PersonY's interest]	InstanceOf	coupling
[PersonX is coupled with PersonY's interest]. [PersonX is coupled with PersonY's interest]	InstanceOf	connection
[PersonX is coupled with PersonY's interest]. [PersonX is coupled with PersonY's interest]	InstanceOf	interest
PersonX visits [PersonZ's family] in PersonY. [PersonZ's family]	InstanceOf	relatives
PersonX visits [PersonZ's family] in PersonY. [PersonZ's family]	InstanceOf	related group
PersonX visits [PersonZ's family] in PersonY. [PersonZ's family]	InstanceOf	family
PersonX loses [PersonX's ability]. [PersonX's ability]	InstanceOf	skill
PersonX loses [PersonX's ability]. [PersonX's ability]	InstanceOf	competency
PersonX loses [PersonX's ability]. [PersonX's ability]	InstanceOf	ability
PersonX loses [PersonX's ability]. [PersonX's ability]	InstanceOf	quality
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	activity
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	journey
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	world travel
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	travel
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	trip
[PersonX travels the world]. [PersonX travels the world]	InstanceOf	action
[PersonX forms PersonY's army]. [PersonX forms PersonY's army]	InstanceOf	creation
PersonX moves to [a new house]. [a new house]	InstanceOf	home
PersonX moves to [a new house]. [a new house]	InstanceOf	house
PersonX moves to [a new house]. [a new house]	InstanceOf	new house
PersonX sells [books]. [books]	InstanceOf	books
PersonX flies [kites]. [kites]	InstanceOf	flying object
PersonX flies [kites]. [kites]	InstanceOf	kites
PersonX flies [kites]. [kites]	InstanceOf	outdoor toy
[PersonX covers PersonY with kisses]. [PersonX covers PersonY with kisses]	InstanceOf	kiss
[PersonX covers PersonY with kisses]. [PersonX covers PersonY with kisses]	InstanceOf	love
[PersonX covers PersonY with kisses]. [PersonX covers PersonY with kisses]	InstanceOf	action
[PersonX makes PersonY ill]. [PersonX makes PersonY ill]	InstanceOf	effect
[PersonX makes PersonY ill]. [PersonX makes PersonY ill]	InstanceOf	making
PersonX has [a best friend]. [a best friend]	InstanceOf	best friend
PersonX has [a best friend]. [a best friend]	InstanceOf	companion
PersonX has [a best friend]. [a best friend]	InstanceOf	partnership
PersonX has [a best friend]. [a best friend]	InstanceOf	friendship
PersonX suffers [a stroke]. [a stroke]	InstanceOf	condition
PersonX suffers [a stroke]. [a stroke]	InstanceOf	medical event
PersonX suffers [a stroke]. [a stroke]	InstanceOf	sickness
PersonX suffers [a stroke]. [a stroke]	InstanceOf	illness
PersonX suffers [a stroke]. [a stroke]	InstanceOf	circumstance
PersonX suffers [a stroke]. [a stroke]	InstanceOf	medical condition
[PersonX changes PersonY's life]. [PersonX changes PersonY's life]	InstanceOf	change
[PersonX changes PersonY's life]. [PersonX changes PersonY's life]	InstanceOf	impact
[PersonX changes PersonY's life]. [PersonX changes PersonY's life]	InstanceOf	transformation
[PersonX changes PersonY's life]. [PersonX changes PersonY's life]	InstanceOf	action
PersonX finally saved up [enough money]. [enough money]	InstanceOf	cash
PersonX finally saved up [enough money]. [enough money]	InstanceOf	wealth
PersonX finally saved up [enough money]. [enough money]	InstanceOf	money
PersonX refuses [to go]. [to go]	InstanceOf	exit
PersonX refuses [to go]. [to go]	InstanceOf	go
PersonX refuses [to go]. [to go]	InstanceOf	leave
PersonX refuses [to go]. [to go]	InstanceOf	action
PersonX refuses [to go]. [to go]	InstanceOf	movement
PersonX takes [another bite]. [another bite]	InstanceOf	bite
PersonX turns [bright red]. [bright red]	InstanceOf	striking color
PersonX turns [bright red]. [bright red]	InstanceOf	bold color
PersonX turns [bright red]. [bright red]	InstanceOf	lively color
PersonX turns [bright red]. [bright red]	InstanceOf	bright red
PersonX turns [bright red]. [bright red]	InstanceOf	bright primary color
PersonX turns [bright red]. [bright red]	InstanceOf	bright color
[PersonX brings PersonX's umbrella]. [PersonX brings PersonX's umbrella]	InstanceOf	carrying
[PersonX turns toward PersonY]. [PersonX turns toward PersonY]	InstanceOf	facing
[PersonX turns toward PersonY]. [PersonX turns toward PersonY]	InstanceOf	turn
[PersonX turns toward PersonY]. [PersonX turns toward PersonY]	InstanceOf	action
PersonX reels [the fish]. [the fish]	InstanceOf	animal
PersonX reels [the fish]. [the fish]	InstanceOf	fish
PersonX takes part in [activities]. [activities]	InstanceOf	activities
[PersonX does a pretty good job]. [PersonX does a pretty good job]	InstanceOf	effort
[PersonX does a pretty good job]. [PersonX does a pretty good job]	InstanceOf	achievement
[PersonX fixes PersonY's hair]. [PersonX fixes PersonY's hair]	InstanceOf	hair beauty service
[PersonX fixes PersonY's hair]. [PersonX fixes PersonY's hair]	InstanceOf	styles
[PersonX is having trouble sleeping]. [PersonX is having trouble sleeping]	InstanceOf	sleep problem
[PersonX is having trouble sleeping]. [PersonX is having trouble sleeping]	InstanceOf	sleep disorder
[PersonX is having trouble sleeping]. [PersonX is having trouble sleeping]	InstanceOf	sleep disturbance
[PersonX is having trouble sleeping]. [PersonX is having trouble sleeping]	InstanceOf	trouble
[PersonX is having trouble sleeping]. [PersonX is having trouble sleeping]	InstanceOf	problem
PersonX remains [quiet]. [quiet]	InstanceOf	silence
PersonX remains [quiet]. [quiet]	InstanceOf	quiet
PersonX engulfs in [flames]. [flames]	InstanceOf	flames
PersonX engulfs in [flames]. [flames]	InstanceOf	blaze
PersonX learns [how to play the piano]. [how to play the piano]	InstanceOf	play music
PersonX learns [how to play the piano]. [how to play the piano]	InstanceOf	keyboard instrument
PersonX learns [how to play the piano]. [how to play the piano]	InstanceOf	musical instrument
PersonX learns [how to play the piano]. [how to play the piano]	InstanceOf	instrument
PersonX learns [how to play the piano]. [how to play the piano]	InstanceOf	piano
[PersonX leaves the classroom]. [PersonX leaves the classroom]	InstanceOf	exit
[PersonX leaves the classroom]. [PersonX leaves the classroom]	InstanceOf	leave
[PersonX leaves the classroom]. [PersonX leaves the classroom]	InstanceOf	action
[PersonX leaves the classroom]. [PersonX leaves the classroom]	InstanceOf	movement
[PersonX is having so much fun]. [PersonX is having so much fun]	InstanceOf	having fun
[PersonX is having so much fun]. [PersonX is having so much fun]	InstanceOf	positive emotion
[PersonX is having so much fun]. [PersonX is having so much fun]	InstanceOf	fun
[PersonX is having so much fun]. [PersonX is having so much fun]	InstanceOf	amusement
[PersonX is having so much fun]. [PersonX is having so much fun]	InstanceOf	enjoyment
PersonX pays PersonY [homage]. [homage]	InstanceOf	homage
PersonX pays PersonY [homage]. [homage]	InstanceOf	respect
PersonX gives PersonY [a stare]. [a stare]	InstanceOf	nonverbal cue
PersonX gives PersonY [a stare]. [a stare]	InstanceOf	sight
PersonX gives PersonY [a stare]. [a stare]	InstanceOf	look
PersonX gives PersonY [a stare]. [a stare]	InstanceOf	visual perception
PersonX has [to go to the er]. [to go to the er]	InstanceOf	emergency room
PersonX has [to go to the er]. [to go to the er]	InstanceOf	emergency
PersonX has [to go to the er]. [to go to the er]	InstanceOf	medical issue
[PersonX finds a penny]. [PersonX finds a penny]	InstanceOf	action
PersonX wants to be [a writer]. [a writer]	InstanceOf	writer
PersonX wants to be [a writer]. [a writer]	InstanceOf	author
PersonX wants to be [a writer]. [a writer]	InstanceOf	creative professional
PersonX wants to be [a writer]. [a writer]	InstanceOf	creative individual
PersonX illustrates [PersonX's point]. [PersonX's point]	InstanceOf	point
PersonX illustrates [PersonX's point]. [PersonX's point]	InstanceOf	idea
PersonX illustrates [PersonX's point]. [PersonX's point]	InstanceOf	explanation
PersonX gets [stitches]. [stitches]	InstanceOf	minor surgical procedure
PersonX gets [stitches]. [stitches]	InstanceOf	medical procedure
PersonX gets [stitches]. [stitches]	InstanceOf	stitches
PersonX gets [stitches]. [stitches]	InstanceOf	medical care
PersonX moves to cambridge in [2013]. [2013]	InstanceOf	2013
PersonX starts [a blog]. [a blog]	InstanceOf	website
PersonX starts [a blog]. [a blog]	InstanceOf	social medium platform
PersonX starts [a blog]. [a blog]	InstanceOf	blog
[PersonX has to write an essay]. [PersonX has to write an essay]	InstanceOf	task
[PersonX has to write an essay]. [PersonX has to write an essay]	InstanceOf	essay
[PersonX has to write an essay]. [PersonX has to write an essay]	InstanceOf	assignment
[PersonX taps PersonY's fingers]. [PersonX taps PersonY's fingers]	InstanceOf	touching
[PersonX taps PersonY's fingers]. [PersonX taps PersonY's fingers]	InstanceOf	touch
[PersonX taps PersonY's fingers]. [PersonX taps PersonY's fingers]	InstanceOf	physical contact
[PersonX taps PersonY's fingers]. [PersonX taps PersonY's fingers]	InstanceOf	tapping
[PersonX taps PersonY's fingers]. [PersonX taps PersonY's fingers]	InstanceOf	action
PersonX delivers [mail]. [mail]	InstanceOf	written communication
PersonX delivers [mail]. [mail]	InstanceOf	mail
PersonX delivers [mail]. [mail]	InstanceOf	letter
PersonX takes [another drink]. [another drink]	InstanceOf	beverage
PersonX takes [another drink]. [another drink]	InstanceOf	drink
PersonX protects PersonY from [the sun]. [the sun]	InstanceOf	sun
PersonX protects PersonY from [the sun]. [the sun]	InstanceOf	light source
PersonX protects PersonY from [the sun]. [the sun]	InstanceOf	yellow star
[PersonX misses PersonX's test]. [PersonX misses PersonX's test]	InstanceOf	missing
[PersonX effects PersonX's escape]. [PersonX effects PersonX's escape]	InstanceOf	influence
[PersonX effects PersonX's escape]. [PersonX effects PersonX's escape]	InstanceOf	action
PersonX depends upon [the length]. [the length]	InstanceOf	dimension
PersonX depends upon [the length]. [the length]	InstanceOf	length
PersonX depends upon [the length]. [the length]	InstanceOf	duration
PersonX makes [a silk purse of a sows ear]. [a silk purse of a sows ear]	InstanceOf	purse
PersonX shows [PersonX's support]. [PersonX's support]	InstanceOf	help
PersonX shows [PersonX's support]. [PersonX's support]	InstanceOf	assist
PersonX shows [PersonX's support]. [PersonX's support]	InstanceOf	offer
PersonX shows [PersonX's support]. [PersonX's support]	InstanceOf	behavior
PersonX shows [PersonX's support]. [PersonX's support]	InstanceOf	support
[PersonX maintains PersonY's army]. [PersonX maintains PersonY's army]	InstanceOf	maintenance
[PersonX maintains PersonY's army]. [PersonX maintains PersonY's army]	InstanceOf	support function
[PersonX maintains PersonY's army]. [PersonX maintains PersonY's army]	InstanceOf	help
[PersonX maintains PersonY's army]. [PersonX maintains PersonY's army]	InstanceOf	assist
PersonX sits at [PersonY's desk]. [PersonY's desk]	InstanceOf	desk
PersonX sits at [PersonY's desk]. [PersonY's desk]	InstanceOf	furniture
PersonX sits at [PersonY's desk]. [PersonY's desk]	InstanceOf	object
PersonX sits at [PersonY's desk]. [PersonY's desk]	InstanceOf	office furniture
[PersonX runs for office]. [PersonX runs for office]	InstanceOf	activity
[PersonX runs for office]. [PersonX runs for office]	InstanceOf	competition
PersonX wears [flip flops]. [flip flops]	InstanceOf	sandals
PersonX wears [flip flops]. [flip flops]	InstanceOf	footwear
PersonX wears [flip flops]. [flip flops]	InstanceOf	shoes
PersonX wears [flip flops]. [flip flops]	InstanceOf	flip flops
PersonX wears [flip flops]. [flip flops]	InstanceOf	open shoe
PersonX looks [fun]. [fun]	InstanceOf	fun
PersonX looks [fun]. [fun]	InstanceOf	amusement
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	activity
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	clerical duty
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	delivery
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	administrative task
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	administrative activity
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	administrative duty
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	office duty
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	office task
[PersonX delivers mail]. [PersonX delivers mail]	InstanceOf	action
PersonX produces PersonY [a response]. [a response]	InstanceOf	message
PersonX produces PersonY [a response]. [a response]	InstanceOf	response
PersonX produces PersonY [a response]. [a response]	InstanceOf	feedback
PersonX produces PersonY [a response]. [a response]	InstanceOf	reply
PersonX produces PersonY [a response]. [a response]	InstanceOf	answer
PersonX takes [the trash]. [the trash]	InstanceOf	trash
PersonX takes [the trash]. [the trash]	InstanceOf	garbage
PersonX takes [the trash]. [the trash]	InstanceOf	mixed waste
PersonX takes [the trash]. [the trash]	InstanceOf	waste material
PersonX takes [the trash]. [the trash]	InstanceOf	debris
PersonX gives PersonY [tips]. [tips]	InstanceOf	cash
PersonX gives PersonY [tips]. [tips]	InstanceOf	tips
PersonX gives PersonY [tips]. [tips]	InstanceOf	money
[PersonX buys a metal detector]. [PersonX buys a metal detector]	InstanceOf	purchases
[PersonX buys a metal detector]. [PersonX buys a metal detector]	InstanceOf	buy
[PersonX buys a metal detector]. [PersonX buys a metal detector]	InstanceOf	buying
PersonX is not paying [attention]. [attention]	InstanceOf	cognitive skill
PersonX is not paying [attention]. [attention]	InstanceOf	attention
PersonX is not paying [attention]. [attention]	InstanceOf	cognitive process
PersonX is not paying [attention]. [attention]	InstanceOf	observation
PersonX is not paying [attention]. [attention]	InstanceOf	mental process
PersonX is not paying [attention]. [attention]	InstanceOf	focus
